transport_id,fluctuate_amt_w,punish_normal_amt,loan_cnt,atv,cash,max_active_days
250532,12.21355655,9,3,233.2078,1633.93,404
250674,13.63804347,10,6,405.719,0,405
250914,80.80106265,2,1,320,22.74,407
250914,80.80106265,2,2,190.5854,29.78,407
250980,6.492692451,7,5,88.88182,39.24,408
250980,6.492692451,0,9,81.67419,50.58,408
251207,18.5931611,0,7,1017.183,226610.8,408
251374,2.897856712,0,4,128.8384,16066.25,410
251449,1124.030392,12,3,3632.194,401.09,411
251656,32.68685827,2,0,203.2232,0.69,412
251656,32.68685827,0,1,384.4636,0.17,412
251693,77.81109725,17,7,2629.823,396.59,413
251844,11.16565109,0,7,152,21.62,415
251844,11.16565109,4,5,227,219.09,415
251895,33.74554227,0,0,240.0919,6046.33,416
251895,33.74554227,12,3,294.7853,84040.47,416
252008,128.8469412,0,8,1428.811,456.74,416
252204,36.1608226,5,10,926.9365,46.21,417
252499,5.68567318,0,1,234.6401,742.62,420
252706,17.89990816,0,7,505.6174,0,423
252706,17.89990816,0,6,860.406,0,423
252749,30.80745974,22,5,104.3415,12.05,423
252749,30.80745974,0,1,161.1636,0,423
252771,6.668770104,6,2,120.7281,14746.95,423
252771,6.668770104,4,0,114.9317,14641.32,423
252780,121.7629042,12,4,177.6172,1401,423
252780,121.7629042,0,0,NA,NA,423
252931,25.63883252,0,8,68.30491,5629.55,418
252931,25.63883252,0,9,63.10998,1027.74,418
252979,1.302360233,0,5,170.385,0,424
253216,6.382839445,2,7,142.2715,2.16,424
253222,11.40385248,0,8,143.2302,0.63,398
253268,3.224253382,0,3,83,42982.79,396
253308,34.17466353,0,0,42.7568,NA,397
253308,34.17466353,0,0,118.6012,0.63,397
253430,14.33434141,0,7,579.5658,44064.68,398
253741,44.22682922,0,7,376.7512,0,400
253741,44.22682922,0,7,283.0307,37658.54,400
253858,3.035193837,9,2,113.4084,31.64,401
253922,83.98976424,18,6,36.78124,333.42,401
253939,158.3755196,21,10,108.6829,62544.31,401
254213,45.43031701,18,9,108.6985,0,404
254213,45.43031701,2,9,105.1986,191.13,404
254262,11.213894,0,10,446.7212,0,405
254281,13.50014354,0,3,401.2221,19.93,405
254417,45.27917064,2,3,6673.595,0,406
254822,17.03071602,2,2,6753,0,408
254841,11.93319794,1,3,4747,0,408
